,S,call_Delta,call_Gamma,call_Vega,call_Theta,call_Rho,put_Delta,put_Gamma,put_Vega,put_Theta,put_Rho
123,23855.421686746988,0.5048830888061357,0.00032404381246682536,2728.2164566233987,-3738.8796466150134,950.2414667385351,-0.49511691119386425,0.00032404381246682536,2728.2164566233987,-2187.191670069934,-1011.8508112952849
124,23951.807228915663,0.5360067313196641,0.00032144847122567844,2728.2793466909457,-3787.3062714031976,1011.3893194224808,-0.46399326868033586,0.00032144847122567844,2728.2793466909457,-2235.618294858118,-950.7029586113392
125,24048.192771084337,0.5667880349150227,0.00031695482658181036,2711.834328718386,-3817.3175841173284,1072.108317181069,-0.4332119650849773,0.00031695482658181036,2711.834328718386,-2265.629607572249,-889.9839608527512
126,24144.578313253012,0.5970487386498093,0.0003106656544527554,2679.3743013924436,-3829.169820560732,1132.039992247848,-0.40295126135019066,0.0003106656544527554,2679.3743013924436,-2277.4818440156528,-830.0522857859721
127,24240.963855421687,0.6266218951912111,0.00030271226545669564,2631.6654671348683,-3823.4329261082994,1190.8441385824474,-0.37337810480878886,0.00030271226545669564,2631.6654671348683,-2271.74494956322,-771.2481394513728
128,24337.349397590362,0.6553544171563377,0.00029325017459820097,2569.719551766941,-3800.964439692674,1248.2042535399878,-0.3446455828436623,0.00029325017459820097,2569.719551766941,-2249.276463147595,-713.8880244938321
129,24433.734939759037,0.6831091809991496,0.000282454283227051,2494.7600270645844,-3762.876189380691,1303.8321935658214,-0.31689081900085037,0.000282454283227051,2494.7600270645844,-2211.1882128356115,-658.2600844679986
130,24530.12048192771,0.709766650928356,0.00027051377079275433,2408.183831228046,-3710.495360269688,1357.4719474077692,-0.290233349071644,0.00027051377079275433,2408.183831228046,-2158.807383724609,-604.6203306260509
131,24626.506024096387,0.7352260043750637,0.0002576268922699925,2311.520174519946,-3645.321625188858,1408.90246670961,-0.2647739956249363,0.0002576268922699925,2311.520174519946,-2093.633648643778,-553.1898113242099
132,24722.89156626506,0.7594057589680074,0.00024399586660728392,2206.3880302075727,-3568.982071559176,1457.939530219453,-0.24059424103199256,0.00024399586660728392,2206.3880302075727,-2017.2940950140967,-504.15274781436716
133,24819.277108433736,0.7822439180214477,0.00022982202343677143,2094.453849891301,-3483.1856183567343,1504.436652551013,-0.21775608197855234,0.00022982202343677143,2094.453849891301,-1931.4976418116548,-457.65562548280724
134,24915.66265060241,0.8036976665394169,0.00021530135117361603,1977.3909164589086,-3389.678504315222,1548.2850800329409,-0.19630233346058312,0.00021530135117361603,1977.3909164589086,-1837.990527770143,-413.80719800087917
135,25012.048192771086,0.8237426621968957,0.00020062056130792626,1856.8415692476663,-3290.2022544882448,1589.4129435136567,-0.17625733780310426,0.00020062056130792626,1856.8415692476663,-1738.5142779431656,-372.6793345201633
136,25108.43373493976,0.8423719753558101,0.00018595375298361704,1734.3833183086342,-3186.455311505874,1627.7836602207622,-0.1576280246441899,0.00018595375298361704,1734.3833183086342,-1634.7673349607944,-334.30861781305805
137,25204.819277108436,0.8595947387678878,0.00017145973063729453,1611.4996225281166,-3080.0592658689166,1663.3936934043777,-0.14040526123211217,0.00017145973063729453,1611.4996225281166,-1528.371289323837,-298.6985846294423
138,25301.20481927711,0.8754345712275884,0.0001572799971434884,1489.5558541709468,-2972.5303520619354,1696.2697893505783,-0.12456542877241161,0.0001572799971434884,1489.5558541709468,-1420.8423755168562,-265.8224886832419
139,25397.590361445786,0.8899278402303835,0.00014353741694812295,1369.780723553716,-2865.2566088901176,1726.4658165632864,-0.11007215976961648,0.00014353741694812295,1369.780723553716,-1313.5686323450384,-235.62646147053374
140,25493.97590361446,0.9031218269466714,0.0001303355191464079,1253.2532037224619,-2759.480846362908,1754.0593318695203,-0.09687817305332858,0.0001303355191464079,1253.2532037224619,-1207.7928698178287,-208.03294616429972
141,25590.361445783135,0.9150728529102404,0.00011775839013299623,1140.8947857080216,-2656.289328544045,1779.1479935010682,-0.08492714708975957,0.00011775839013299623,1140.8947857080216,-1104.6013519989658,-182.94428453275188
142,25686.74698795181,0.9258444221705456,0.00010587108975998219,1033.4667172110223,-2556.605880371897,1801.845932593249,-0.07415557782945437,0.00010587108975998219,1033.4667172110223,-1004.9179038268178,-160.24634544057113
143,25783.132530120485,0.9355054257260083,9.472051401852317e-05,931.5717359204112,-2461.1909621102504,1822.2801828586723,-0.06449457427399174,9.472051401852317e-05,931.5717359204112,-909.5029855651708,-139.81209517514782
144,25879.518072289156,0.9441284472966535,8.433662098160044e-05,835.6597051184823,-2370.6451307268353,1840.5872543166668,-0.05587155270334654,8.433662098160044e-05,835.6597051184823,-818.957154181756,-121.50502371715339
145,25975.90361445783,0.9517882013406584,7.47339347561346e-05,746.0364935493332,-2285.4162235529425,1856.9099217489013,-0.048211798659341554,7.47339347561346e-05,746.0364935493332,-733.728247007863,-105.18235628491891
146,26072.289156626506,0.9585601260602328,6.591324397104481e-05,662.8754115895546,-2205.809554348885,1871.3942828134743,-0.041439873939767224,6.591324397104481e-05,662.8754115895546,-654.1215778038055,-90.69799522034577
147,26168.67469879518,0.9645191463108511,5.7863416238941275e-05,586.2305179090412,-2132.000401954697,1884.1871251982675,-0.035480853689148883,5.7863416238941275e-05,586.2305179090412,-580.3124254096174,-77.9051528355524
148,26265.060240963856,0.9697386140930213,5.056325737715308e-05,516.0511403088841,-2064.0480923324963,1895.4336274321622,-0.03026138590697869,5.056325737715308e-05,516.0511403088841,-512.3601157874168,-66.65865060165801
149,26361.44578313253,0.9742894278680733,4.3983353250603115e-05,452.1970058816969,-2001.9110204803253,1905.2754044761227,-0.025710572131926734,4.3983353250603115e-05,452.1970058816969,-450.22304393524576,-56.816873557697384
150,26457.831325301206,0.9782393264324597,3.808784222464803e-05,394.4534434080691,-1945.4620235051189,1913.8488973318647,-0.0217606735675403,3.808784222464803e-05,394.4534434080691,-393.7740469600393,-48.243380701955424
151,26554.21686746988,0.9816523485793823,3.283607677105932e-05,342.54619942523453,-1894.503594175148,1921.2840958539718,-0.018347651420617672,3.283607677105932e-05,342.54619942523453,-342.8156176300686,-40.808182179848195
152,26650.602409638555,0.9845884462870292,2.8184143218990185e-05,296.15549350101236,-1848.7825099403838,1927.7035758357536,-0.01541155371297076,2.8184143218990185e-05,296.15549350101236,-297.0945333953043,-34.388702198066404
153,26746.98795180723,0.9871032366671536,2.408621854679914e-05,254.92902332869053,-1808.003540689295,1933.221825261596,-0.012896763332846395,2.408621854679914e-05,254.92902332869053,-256.31556414421556,-28.870452772224084
154,26843.373493975905,0.9892478763166495,2.049575213523019e-05,218.49371247119856,-1771.841985115197,1937.944830296187,-0.010752123683350545,2.049575213523019e-05,218.49371247119856,-220.15400857011775,-24.14744773763289
155,26939.759036144576,0.9910690409414452,1.7366468315087084e-05,186.46606987632262,-1739.9548670378304,1941.9698889651302,-0.008930959058554788,1.7366468315087084e-05,186.46606987632262,-188.266890492751,-20.122389068689902
156,27036.14457831325,0.9926089930518996,1.4653192206065624e-05,158.46109843178198,-1711.9906967729182,1945.3856193763331,-0.007391006948100354,1.4653192206065624e-05,158.46109843178198,-160.30272022783876,-16.706658657486862
157,27132.530120481926,0.9939057210384026,1.2312506705165733e-05,134.09974838922648,-1687.5977669088322,1948.2721295122815,-0.006094278961597421,1.2312506705165733e-05,134.09974838922648,-135.90979036375282,-13.820148521538695
158,27228.9156626506,0.9949931338999485,1.0303252561357092e-05,113.0149597332624,-1666.4310056514719,1950.7013168516958,-0.005006866100051521,1.0303252561357092e-05,113.0149597332624,-114.74302910639238,-11.390961182124284
159,27325.301204819276,0.9959012971965361,8.586886342326306e-06,94.85637539528905,-1648.1574539273315,1952.7372681173738,-0.004098702803463916,8.586886342326306e-06,94.85637539528905,-96.46947738225185,-9.355009916446377
160,27421.68674698795,0.9966566973171348,7.1277128746872295e-06,79.29383500361595,-1632.4604649399957,1954.4367320687495,-0.0033433026828652013,7.1277128746872295e-06,79.29383500361595,-80.77248839491611,-7.655545965070632
161,27518.072289156626,0.9972825227999133,5.893009563548787e-06,66.01977739688981,-1619.0427475428269,1955.8496412559316,-0.0027174772000867486,5.893009563548787e-06,66.01977739688981,-67.35477099774752,-6.242636777888475
162,27614.4578313253,0.9977989531262996,4.853060027620435e-06,54.750690450673645,-1607.6283886190968,1957.0196618448165,-0.002201046873700374,4.853060027620435e-06,54.750690450673645,-55.940412074017274,-5.072616189003632
163,27710.843373493975,0.9982234470664041,3.981113882468998e-06,45.2277500826648,-1597.9639958488888,1957.9847538567383,-0.0017765529335959096,3.981113882468998e-06,45.2277500826648,-46.2760193038092,-4.107524177081671
164,27807.22891566265,0.9985710242268482,3.2532884223498263e-06,37.216787884840535,-1589.8191020869222,1958.777727316782,-0.0014289757731518193,3.2532884223498263e-06,37.216787884840535,-38.131125541842586,-3.3145507170383173
165,27903.614457831325,0.9988545349040115,2.64842653380154e-06,30.507719947030584,-1582.9859673881163,1959.4267827769668,-0.0011454650959884516,2.64842653380154e-06,30.507719947030584,-31.297990843036892,-2.6654952568534447
166,28000.0,0.9990849146501164,2.1479235494199005e-06,24.913559284449562,-1577.278905756418,1959.9560274056214,-0.0009150853498836042,2.1479235494199005e-06,24.913559284449562,-25.590929211338484,-2.136250628198676
167,28096.385542168675,0.9992714211018238,1.7355340266952335e-06,20.269121948498224,-1572.5332521123648,1960.3859602681887,-0.0007285788981762353,1.7355340266952335e-06,20.269121948498224,-20.84527556728543,-1.7063177656313462
168,28192.77108433735,0.9994218515960417,1.397167703564075e-06,16.42952333349828,-1568.6040717955523,1960.7339225442004,-0.0005781484039583118,1.397167703564075e-06,16.42952333349828,-16.91609525047289,-1.3583554896198906
169,28289.156626506025,0.9995427409080077,1.1206822089215453e-06,13.2685471860698,-1565.3647010044158,1961.0145102242393,-0.0004572590919923458,1.1206822089215453e-06,13.2685471860698,-13.676724459336276,-1.077767809580804
170,28385.5421686747,0.9996395391008004,8.956785439667535e-07,10.676956015839723,-1562.705192631504,1961.2399483171666,-0.00036046089919961055,8.956785439667535e-07,10.676956015839723,-11.017216086424487,-0.8523297166533329
171,28481.927710843374,0.9997167699857281,7.133039336287352e-07,8.560798482110508,-1560.530728524154,1961.4204267897699,-0.00028323001427188466,7.133039336287352e-07,8.560798482110508,-8.842751979074654,-0.6718512440501818
172,28578.31325301205,0.9997781710747,5.660653969215155e-07,6.8397572377013445,-1558.7600466877932,1961.5643993835747,-0.00022182892529998277,5.660653969215155e-07,6.8397572377013445,-7.072070142713824,-0.527878650245497
173,28674.698795180724,0.9998268161752217,4.476563095798693e-07,5.445569872126795,-1557.3239206204526,1961.6788471365314,-0.00017318382477826688,4.476563095798693e-07,5.445569872126795,-5.635944075372979,-0.41343089728875826
174,28771.0843373494,0.9998652219529615,3.527973310339871e-07,4.320546130854205,-1556.1637179782829,1961.7695089125361,-0.0001347780470385418,3.527973310339871e-07,4.320546130854205,-4.4757414332032965,-0.32276912128395174
175,28867.469879518074,0.9998954398823738,2.770923329291505e-07,3.4161965297576913,-1555.2300571858063,1961.8410815414816,-0.00010456011762616235,2.770923329291505e-07,3.4161965297576913,-3.5420806407269536,-0.25119649233852603
176,28963.85542168675,0.999919135038103,2.16899385242592e-07,2.6919808020148928,-1554.48157341084,1961.8973923278822,-8.086496189696479e-05,2.16899385242592e-07,2.6919808020148928,-2.79359686576053,-0.19488570593775914
177,29060.240963855424,0.9999376531628879,1.6921641268101913e-07,2.1141792278391898,-1553.8837994570488,1961.9415467261094,-6.234683711214828e-05,1.6921641268101913e-07,2.1141792278391898,-2.1958229119693566,-0.1507313077107137
178,29156.6265060241,0.9999520773938889,1.3158081088010915e-07,1.6548856917128818,-1553.4081624829776,1961.976053931151,-4.792260611108379e-05,1.3158081088010915e-07,1.6548856917128818,-1.72018593789806,-0.11622410266918325
179,29253.012048192773,0.9999632759494822,1.0198209093352576e-07,1.2911181534558676,-1553.0310939069877,1962.002933018698,-3.6724050517800144e-05,1.0198209093352576e-07,1.2911181534558676,-1.3431173619084456,-0.08934501512210273
180,29349.39759036145,0.9999719419815953,7.878648436962462e-08,1.0040399658220276,-1552.733247262213,1962.0238021070236,-2.8058018404664153e-05,7.878648436962462e-08,1.0040399658220276,-1.0452707171336355,-0.06847592679639798
181,29445.783132530123,0.9999786266919601,6.067237239525257e-08,0.7782839792248682,-1552.4988169807477,1962.0399528221242,-2.1373308039862593e-05,6.067237239525257e-08,0.7782839792248682,-0.8108404356683669,-0.05232521169592906
182,29542.168674698794,0.9999837667000419,4.657538810584647e-08,0.6013705064598909,-1552.3149499722401,1962.0524121403582,-1.623329995814604e-05,4.657538810584647e-08,0.6013705064598909,-0.626973427160772,-0.03986589346192867
183,29638.55421686747,0.9999877065403655,3.5642065271276284e-08,0.4632098500713029,-1552.1712412883285,1962.0619934699687,-1.2293459634493686e-05,3.5642065271276284e-08,0.4632098500713029,-0.4832647432488278,-0.03028456385152649
184,29734.939759036144,0.9999907170607862,2.7190960979361916e-08,0.35568010861274874,-1552.0593050128807,1962.0693386224864,-9.282939213761665e-06,2.7190960979361916e-08,0.35568010861274874,-0.3713284678013676,-0.022939411333520312
185,29831.32530120482,0.9999930103932543,2.06802524455547e-08,0.27227127634881826,-1551.9724116848931,1962.0749521230236,-6.989606745722021e-06,2.06802524455547e-08,0.27227127634881826,-0.2844351398137572,-0.017325910796457976
186,29927.710843373494,0.9999947520762847,1.5680893030336735e-08,0.20778714975483428,-1551.9051839572012,1962.079229118929,-5.2479237152569524e-06,1.5680893030336735e-08,0.20778714975483428,-0.2172074121219805,-0.013048914890912157
187,30024.09638554217,0.9999960708244866,1.1854502903843721e-08,0.15809718383434337,-1551.853342745674,1962.0824779718128,-3.929175513395222e-06,1.1854502903843721e-08,0.15809718383434337,-0.16536620059449447,-0.00980006200730647
188,30120.481927710844,0.9999970663654408,8.9352612395524e-09,0.11993114567591116,-1551.813496769866,1962.0849384598746,-2.933634559165732e-06,8.9352612395524e-09,0.11993114567591116,-0.1255202247866516,-0.0073395739453797435
189,30216.86746987952,0.9999978156978803,6.7151559073317635e-09,0.09071014792544486,-1551.7829690795743,1962.0867963763067,-2.184302119734305e-06,6.7151559073317635e-09,0.09071014792544486,-0.09499253449491145,-0.005481657513320136
190,30313.253012048193,0.9999983780671615,5.032030996423112e-09,0.06840837777890275,-1551.7596548657823,1962.0881951849706,-1.6219328384803333e-06,5.032030996423112e-09,0.06840837777890275,-0.07167832070277885,-0.0040828488494663645
191,30409.63855421687,0.999998798903888,3.759950592133528e-09,0.051440543657461014,-1551.7419055422317,1962.0892452858925,-1.2010961120134667e-06,3.759950592133528e-09,0.051440543657461014,-0.05392899715220572,-0.003032747927562603
192,30506.024096385543,0.9999991129286117,2.8014681803998066e-09,0.038570725454639514,-1551.7284347364139,1962.0900313492616,-8.870713883446513e-07,2.8014681803998066e-09,0.038570725454639514,-0.04045819133440767,-0.002246684558595482
193,30602.409638554218,0.9999993465890749,2.0814544966703634e-09,0.028838924823922193,-1551.7182424338494,1962.0906180963123,-6.534109251443709e-07,2.0814544966703634e-09,0.028838924823922193,-0.03026588876974601,-0.0016599375078383014
194,30698.795180722893,0.99999951996575,1.5421925839610403e-09,0.021502163918556375,-1551.7105540700277,1962.0910548373492,-4.800342500166366e-07,1.5421925839610403e-09,0.021502163918556375,-0.02257752494844073,-0.0012231964708684945
195,30795.180722891568,0.9999996482557669,1.1394975633159395e-09,0.01598747249841732,-1551.704771857241,1962.0913790198379,-3.5174423307360314e-07,1.1394975633159395e-09,0.01598747249841732,-0.016795312161565833,-0.0008990139821299897
196,30891.566265060243,0.9999997429240214,8.39660612296004e-10,0.011854535283497274,-1551.7004360686653,1962.0916189916077,-2.57075978615795e-07,8.39660612296004e-10,0.011854535283497274,-0.012459523585723054,-0.0006590422124844601
197,30987.951807228917,0.9999998125927044,6.170524667661311e-10,0.008766146653761683,-1551.697194381527,1962.0917961444986,-1.874072955709849e-07,6.170524667661311e-10,0.008766146653761683,-0.009217836447452159,-0.0004818893214965857
198,31084.337349397592,0.9999998637261219,4.5225203589220433e-10,0.00646494230001352,-1551.6947777084476,1962.09192657108,-1.3627387807080282e-07,4.5225203589220433e-10,0.00646494230001352,-0.006801163368259757,-0.00035146274004853203
199,31180.722891566267,0.999999901155977,3.305910913826968e-10,0.004755151966829912,-1551.6929812255157,1962.092022340289,-9.884402296655992e-08,3.305910913826968e-10,0.004755151966829912,-0.0050046804363020735,-0.00025569353092941624
200,31277.108433734942,0.9999999284828258,2.410270857227378e-10,0.0034883490653929723,-1551.6916495420492,1962.0920924760665,-7.151717418274472e-08,2.410270857227378e-10,0.0034883490653929723,-0.0036729969698482963,-0.00018555775353889416
201,31373.493975903617,0.999999948381809,1.7527356148920132e-10,0.002552366770397909,-1551.690665155339,1962.0921437054483,-5.161819105481413e-08,1.7527356148920132e-10,0.002552366770397909,-0.00268861025962148,-0.00013432837171451742
202,31469.879518072292,0.99999996283467,1.2713187851934234e-10,0.0018627111750536141,-1551.689939498706,1962.0921810284124,-3.716533003572664e-08,1.2713187851934234e-10,0.0018627111750536141,-0.001962953626657923,-9.700540783028629e-05
203,31566.265060240963,0.9999999733052308,9.197959759882268e-11,0.0013559347733988212,-1551.6894060275533,1962.0922081504445,-2.6694769172941335e-08,9.197959759882268e-11,0.0013559347733988212,-0.0014294824740578268,-6.988337552861848e-05
204,31662.650602409638,0.9999999808716549,6.638025217081036e-11,0.0009845421874243154,-1551.6890148999312,1962.0922278097821,-1.9128345130070556e-08,6.638025217081036e-11,0.0009845421874243154,-0.0010383548518653216,-5.022403797382982e-05
205,31759.036144578313,0.9999999863258077,4.778679168717239e-11,0.0007130884403017767,-1551.6887288992702,1962.092242024145,-1.3674192334001134e-08,4.778679168717239e-11,0.0007130884403017767,-0.0007523541906676561,-3.600967519003918e-05
206,31855.421686746988,0.9999999902476577,3.43170173704728e-11,0.0005152015332044945,-1551.688520320737,1962.0922522761537,-9.752342267077552e-09,3.43170173704728e-11,0.0005152015332044945,-0.0005437756575666358,-2.5757666544512897e-05
207,31951.807228915663,0.9999999930608069,2.4584130552645652e-11,0.00037131851389139546,-1551.6883686020678,1962.092259652217,-6.939193109012365e-09,2.4584130552645652e-11,0.00037131851389139546,-0.00039205698824976956,-1.8381603112297292e-05
208,32048.192771084337,0.9999999950738059,1.7569308872283513e-11,0.00026697012311719407,-1551.6882585272651,1962.0922649462343,-4.926194119292404e-09,1.7569308872283513e-11,0.00026697012311719407,-0.0002819821857737737,-1.3087585719140756e-05
209,32144.578313253012,0.9999999965107971,1.2526211203363386e-11,0.00019148558729560554,-1551.6881788693897,1962.092268736782,-3.489202926587609e-09,1.2526211203363386e-11,0.00019148558729560554,-0.0002023243102858307,-9.297038317627865e-06
210,32240.963855421687,0.9999999975341728,8.909649295426508e-12,0.00013701797297419434,-1551.688121368615,1962.092271444385,-2.4658272090860578e-09,8.909649295426508e-12,0.00013701797297419434,-0.00014482353551779407,-6.589435054518945e-06
211,32337.349397590362,0.9999999982612777,6.3224848128412515e-12,9.781321377181998e-05,-1551.6880799653181,1962.0922733738869,-1.738722277266902e-09,6.3224848128412515e-12,9.781321377181998e-05,-0.0001034202386221074,-4.659933139770899e-06
212,32433.734939759037,0.999999998776685,4.476222282078385e-12,6.966368866974951e-05,-1551.6880502264585,1962.0922747456937,-1.2233150048501784e-09,4.476222282078385e-12,6.966368866974951e-05,-7.368137911676184e-05,-3.28812641932208e-06
213,32530.12048192771,0.9999999991411918,3.1618582820404785e-12,4.9501076017874625e-05,-1551.688028917924,1962.0922757187511,-8.58808246739784e-10,3.1618582820404785e-12,4.9501076017874625e-05,-5.237284453624989e-05,-2.315068960998292e-06
214,32626.506024096387,0.9999999993983926,2.22838479663445e-12,3.5093947126133724e-05,-1551.688013686717,1962.092276407391,-6.016074305392749e-10,2.22838479663445e-12,3.5093947126133724e-05,-3.714163767920779e-05,-1.6264291977769921e-06
215,32722.89156626506,0.9999999995794688,1.5669856303381758e-12,2.482385671042722e-05,-1551.6880028255146,1962.0922768936455,-4.205311654459365e-10,1.5669856303381758e-12,2.482385671042722e-05,-2.6280435127742986e-05,-1.1401744617595174e-06
216,32819.27710843374,0.9999999997066673,1.0994532792946505e-12,1.752006431343782e-05,-1551.6879950987866,1962.0922772362271,-2.933326914700274e-10,1.0994532792946505e-12,1.752006431343782e-05,-1.8553707196443482e-05,-7.975931213120274e-07
217,32915.66265060241,0.9999999997958221,7.69724424586315e-13,1.2337903475866053e-05,-1551.687989614773,1962.092277477052,-2.0417789681204113e-10,7.69724424586315e-13,1.2337903475866053e-05,-1.3069693502950504e-05,-5.567681388275933e-07
218,33012.048192771086,0.9999999998581753,5.377125285603724e-13,8.669538744063776e-06,-1551.687985731503,1962.0922776459743,-1.4182466312462338e-10,5.377125285603724e-13,8.669538744063776e-06,-9.186423540358272e-06,-3.878457969124079e-07
219,33108.43373493976,0.9999999999016898,3.74827123283084e-13,6.078678541417343e-06,-1551.6879829880118,1962.092277764205,-9.831024883055761e-11,3.74827123283084e-13,6.078678541417343e-06,-6.442932344026766e-06,-2.696151639518137e-07
220,33204.819277108436,0.9999999999319923,2.607277702544503e-13,4.252951475910174e-06,-1551.6879810541425,1962.0922778467782,-6.800771057413613e-11,2.607277702544503e-13,4.252951475910174e-06,-4.509062954214692e-06,-1.8704182749034623e-07
221,33301.20481927711,0.9999999999530498,1.8097907005732624e-13,2.969266239028527e-06,-1551.6879796940175,1962.0922779043258,-4.6950221488373245e-11,1.8097907005732624e-13,2.969266239028527e-06,-3.1489380501780897e-06,-1.2949439185434816e-07
222,33397.590361445786,0.999999999967652,1.2536128794609097e-13,2.0686861549401335e-06,-1551.687978739533,1962.0922779443476,-3.2348013156990874e-11,1.2536128794609097e-13,2.0686861549401335e-06,-2.194453515223355e-06,-8.947248611518404e-08
223,33493.97590361446,0.9999999999777569,8.665661436654303e-14,1.4382554215833908e-06,-1551.6879780711772,1962.0922779721234,-2.2243096253760086e-11,8.665661436654303e-14,1.4382554215833908e-06,-1.5260977815315854e-06,-6.169682415455549e-08
224,33590.361445783135,0.9999999999847352,5.977949121511778e-14,9.978895252282093e-07,-1551.6879776041897,1962.09227799136,-1.5264789432478665e-11,5.977949121511778e-14,9.978895252282093e-07,-1.0591103055202461e-06,-4.2459925738221126e-08
225,33686.7469879518,0.9999999999895447,4.115512098802267e-14,6.909441235547913e-07,-1551.6879772785994,1962.092278004656,-1.0455303289802487e-11,4.115512098802267e-14,6.909441235547913e-07,-7.335199543813158e-07,-2.9163996937214703e-08
226,33783.13253012048,0.9999999999928526,2.82764946185059e-14,4.774482425018462e-07,-1551.6879770520743,1962.0922780138274,-7.147393787931833e-12,2.82764946185059e-14,4.774482425018462e-07,-5.069948228455847e-07,-1.999283796915104e-08
227,33879.51807228915,0.9999999999951232,1.9389473912288538e-14,3.29261815878342e-07,-1551.687976894803,1962.0922780201406,-4.876765657968463e-12,1.9389473912288538e-14,3.29261815878342e-07,-3.497235004955698e-07,-1.3679478893000581e-08
228,33975.90361445783,0.9999999999966789,1.3269480002867735e-14,2.2661926755735225e-07,-1551.6879767858395,1962.092278024478,-3.3211211558636933e-12,1.3269480002867735e-14,2.2661926755735225e-07,-2.4076012377751644e-07,-9.342011630496365e-09
229,34072.2891566265,0.9999999999977425,9.06353810283701e-15,1.5566869537859797e-07,-1551.6879767105008,1962.0922780274523,-2.2575274982727933e-12,9.06353810283701e-15,1.5566869537859797e-07,-1.6542128868788882e-07,-6.367881245533321e-09
230,34168.67469879518,0.9999999999984682,6.178827530115741e-15,1.0672428072704825e-07,-1551.6879766585162,1962.0922780294875,-1.5317747070753285e-12,6.178827530115741e-15,1.0672428072704825e-07,-1.1343678209579623e-07,-4.33252514266167e-09
231,34265.06024096385,0.9999999999989626,4.204237113647899e-15,7.30282841034302e-08,-1551.6879766227185,1962.0922780308779,-1.0373923942097463e-12,4.204237113647899e-15,7.30282841034302e-08,-7.76391039702351e-08,-2.942297731954858e-09
232,34361.44578313253,0.9999999999992988,2.855284799908687e-15,4.987618031431045e-08,-1551.6879765981166,1962.0922780318256,-7.012168623532489e-13,2.855284799908687e-15,4.987618031431045e-08,-5.3037081402026166e-08,-1.994523973206037e-09
233,34457.8313253012,0.9999999999995268,1.9355346928322265e-15,3.399990761402377e-08,-1551.687976581242,1962.0922780324704,-4.731770530952417e-13,1.9355346928322265e-15,3.399990761402377e-08,-3.6162586221465504e-08,-1.3496049937498776e-09
234,34554.21686746988,0.9999999999996813,1.3096338305493941e-15,2.3134114986356947e-08,-1551.6879765696904,1962.0922780329086,-3.1874503036988244e-13,1.3096338305493941e-15,2.3134114986356947e-08,-2.4610945312098097e-08,-9.115834747685042e-10
235,34650.60240963855,0.9999999999997856,8.845130091190493e-16,1.5711827370893625e-08,-1551.6879765617978,1962.0922780332053,-2.1438406605511773e-13,8.845130091190493e-16,1.5711827370893625e-08,-1.67183784908241e-08,-6.146332733037951e-10
236,34746.98795180723,0.9999999999998561,5.963097465847875e-16,1.0651410698328542e-08,-1551.6879765564156,1962.0922780334065,-1.438849039914203e-13,5.963097465847875e-16,1.0651410698328542e-08,-1.1336136412798886e-08,-4.136880529452471e-10
237,34843.3734939759,0.9999999999999036,4.0129225574038377e-16,7.207789030834966e-09,-1551.6879765527522,1962.0922780335422,-9.636735853746359e-14,4.0129225574038377e-16,7.207789030834966e-09,-7.6727128856188e-09,-2.7795503032095283e-10
238,34939.75903614458,0.9999999999999355,2.6957436874403046e-16,4.868770496599263e-09,-1551.687976550263,1962.0922780336336,-6.45039577307216e-14,2.6957436874403046e-16,4.868770496599263e-09,-5.183864482634484e-09,-1.8643525118024347e-10
239,35036.14457831325,0.9999999999999569,1.8077278098987353e-16,3.2829672791653352e-09,-1551.6879765485755,1962.0922780336953,-4.3076653355456074e-14,1.8077278098987353e-16,3.2829672791653352e-09,-3.496124511392761e-09,-1.248362393592602e-10
240,35132.530120481926,0.9999999999999712,1.2101290877178017e-16,2.209792270007745e-09,-1551.6879765474332,1962.0922780337366,-2.8754776337791554e-14,1.2101290877178017e-16,2.209792270007745e-09,-2.3537285154604083e-09,-8.344870836426405e-11
241,35228.9156626506,0.9999999999999809,8.086900380194072e-17,1.4848464343150203e-09,-1551.6879765466613,1962.0922780337644,-1.9095836023552692e-14,8.086900380194072e-17,1.4848464343150203e-09,-1.581865873153544e-09,-5.568932234529377e-11
242,35325.301204819276,0.9999999999999873,5.395002521003166e-17,9.96011366229777e-10,-1551.6879765461408,1962.092278033783,-1.2656542480726785e-14,5.395002521003166e-17,9.96011366229777e-10,-1.0612904541065037e-09,-3.710262412868571e-11
243,35421.68674698795,0.9999999999999916,3.5930869831428347e-17,6.669712322661077e-10,-1551.6879765457902,1962.0922780337955,-8.43769498715119e-15,3.5930869831428347e-17,6.669712322661077e-10,-7.108166547312714e-10,-2.467883405704941e-11
244,35518.072289156626,0.9999999999999944,2.3890080148338615e-17,4.4587926417124366e-10,-1551.6879765455546,1962.0922780338037,-5.551115123125783e-15,2.3890080148338615e-17,4.4587926417124366e-10,-4.752772331836158e-10,-1.6388486091333157e-11
245,35614.4578313253,0.9999999999999963,1.585800239315953e-17,2.975788417891074e-10,-1551.6879765453966,1962.0922780338092,-3.6637359812630166e-15,1.585800239315953e-17,2.975788417891074e-10,-3.172559468710268e-10,-1.0865607866865182e-11
246,35710.843373493975,0.9999999999999976,1.0509147110402617e-17,1.9827528404072045e-10,-1551.687976545291,1962.0922780338128,-2.4424906541753444e-15,1.0509147110402617e-17,1.9827528404072045e-10,-2.1142340556701768e-10,-7.1924515796475e-12
247,35807.22891566265,0.9999999999999984,6.953150546263045e-18,1.318936701674366e-10,-1551.68797654522,1962.0922780338153,-1.5543122344752192e-15,6.953150546263045e-18,1.318936701674366e-10,-1.4066433593672992e-10,-4.753508404568779e-12
